280,67.16
285,66.91
290,66.91
295,66.91
300,66.91
305,66.91
310,66.66
315,66.66
320,66.66
325,66.66
330,66.91
335,66.66
340,63.41
345,64.66
350,65.91
355,64.91
360,66.91
365,68.41
370,68.66
375,69.66
380,70.41
385,71.41
390,72.41
395,73.16
400,73.66
405,74.41
410,74.91
415,75.41
420,75.66
425,76.41
430,77.66
435,75.66
440,74.41
445,73.16
450,72.41
455,71.66
460,70.66
465,69.91
470,68.66
475,67.91
25.22
New calibration applied!
480,24.47
485,23.72
490,24.22
495,24.47
500,24.47
505,24.47
510,24.47
27.22
New calibration applied!
515,27.22
520,24.72
525,26.22
530,28.22
535,29.47
540,30.47
545,31.97
550,32.72
555,33.47
560,34.22
565,34.47
570,34.72
575,35.22
580,35.47
585,35.72
590,35.72
595,36.47
600,36.72
605,36.97
610,37.22
615,37.72
620,37.97
625,37.97
630,38.22
635,38.22
640,38.47
645,38.47
650,38.72
655,38.72
660,39.22
665,39.22
670,39.22
675,39.22
680,39.22
685,39.22
690,39.47
695,39.47
700,39.72
705,39.72
710,39.72
715,39.72
720,39.72
725,39.72
730,39.97
735,39.72
740,39.97
745,39.97
750,39.97
755,39.72
760,39.97
765,39.72
770,39.97
775,39.97
780,40.22
785,40.22
790,40.22
795,40.22
800,40.22
805,40.22
810,40.22
815,40.22
820,40.47
825,40.47
830,40.47
835,40.47
840,40.47
845,40.72
850,40.72
855,40.72
860,40.47
865,40.72
870,40.47
875,40.47
880,40.47
885,40.72
890,40.72
895,40.72
900,40.72
905,40.72
910,40.97
915,40.72
920,40.72
925,40.47
930,40.72
935,40.97
940,40.72
945,40.72
950,40.47
955,40.47
960,40.22
965,40.22
970,40.47
975,40.47
980,40.72
985,40.47
990,40.47
995,40.72
1000,40.72
1005,40.72
1010,40.47
1015,40.72
1020,40.47
1025,40.72
1030,40.47
1035,40.22
1040,39.97
1045,39.97
1050,39.72
1055,39.72
1060,39.72
1065,39.97
1070,39.97
1075,39.97
1080,39.72
1085,39.72
1090,39.72
1095,39.97
1100,39.72
1105,39.97
1110,39.97
1115,40.22
1120,40.22
1125,39.97
1130,39.72
1135,39.72
1140,39.47
1145,39.72
1150,39.72
1155,39.97
1160,39.97
1165,39.72
1170,39.72
1175,39.72
1180,40.22
1185,40.47
1190,40.47
1195,39.97
1200,40.22
1205,40.22
1210,40.47
1215,40.47
1220,40.47
1225,40.22
1230,40.47
1235,40.47
1240,40.22
1245,40.47
1250,40.47
1255,40.72
1260,40.97
1265,40.72
1270,40.72
1275,41.22
1280,40.22
1285,39.72
1290,39.47
1295,38.97
1300,37.47
1305,36.72
1310,36.22
1315,35.72
1320,35.47
1325,35.22
1330,34.97
1335,34.72
1340,34.47
1345,34.47
1350,33.97
1355,33.72
1360,33.47
1365,33.22
1370,32.97
1375,32.72
1380,32.72
1385,32.47
1390,32.22
1395,32.22
1400,31.97
1405,32.22
1410,32.22
1415,32.22
1420,32.22
1425,32.22
1430,32.22
1435,31.97
1440,32.22
1445,32.22
1450,31.97
1455,32.22
1460,31.97
1465,31.97
1470,31.72
1475,31.72
1480,31.97
1485,31.97
1490,31.72
1495,31.72
1500,31.22
1505,31.47
1510,31.22
1515,31.22
1520,30.97
1525,30.97
1530,31.22
1535,31.47
1540,31.47
1545,31.72
1550,31.72
1555,31.47
1560,31.22
1565,31.47
1570,31.22
1575,31.22
1580,30.97
1585,31.47
1590,31.47
1595,30.97
1600,30.97
1605,30.72
1610,30.72
1615,30.72
1620,30.97
1625,30.97
1630,30.97
1635,31.22
1640,31.22
1645,31.22
1650,30.97
1655,30.72
1660,30.72
1665,30.72
1670,30.72
1675,30.72
1680,30.72
1685,30.72
1690,30.72
1695,30.97
1700,30.72
1705,30.97
1710,30.72
1715,30.72
1720,30.72
1725,30.97
1730,30.97
1735,30.72
1740,30.72
1745,30.72
1750,30.72
1755,30.72
1760,30.72
1765,30.72
1770,30.72
1775,30.72
1780,30.72
1785,30.72
1790,30.72
1795,30.72
1800,30.72
1805,30.72
1810,30.72
1815,30.47
1820,30.72
1825,30.72
1830,30.72
1835,30.97
1840,30.97
1845,30.72
1850,30.97
1855,30.97
1860,30.72
1865,30.72
1870,30.72
1875,30.72
1880,30.72
1885,30.72
1890,30.72
1895,30.72
1900,30.72
1905,30.72
1910,30.72
1915,30.72
1920,30.72
1925,30.97
1930,30.72
1935,30.97
1940,30.72
1945,30.72
1950,30.72
1955,30.72
1960,30.72
1965,30.97
1970,30.72
1975,30.97
1980,30.97
1985,30.97
1990,30.97
1995,30.72
2000,30.72
2005,30.72
2010,30.72
2015,30.72
2020,30.47
2025,30.72
2030,30.47
2035,30.47
2040,30.72
2045,30.72
2050,30.72
2055,30.72
2060,30.72
2065,30.47
2070,30.47
2075,30.47
2080,30.47
2085,30.47
2090,30.47
2095,30.47
2100,30.72
2105,30.47
2110,30.47
2115,30.22
2120,30.72
2125,30.47
2130,30.72
2135,30.47
2140,30.72
2145,30.72
2150,30.47
2155,30.47
2160,30.47
2165,30.47
2170,30.47
2175,30.47
2180,30.72
2185,30.47
2190,30.47
2195,30.47
2200,30.47
2205,30.47
2210,30.72
2215,30.47
2220,30.47
2225,30.47
2230,30.47
2235,30.47
2240,30.22
2245,30.22
2250,29.97
2255,29.97
2260,29.97
2265,30.22
2270,30.22
2275,29.97
2280,30.22
2285,30.22
2290,30.22
2295,30.22
2300,30.22
2305,30.22
2310,30.47
2315,30.22
2320,30.22
2325,30.22
2330,30.47
2335,30.22
2340,30.22
2345,30.22
2350,30.22
2355,30.22
2360,30.22
2365,30.22
2370,30.22
2375,29.97
2380,29.72
2385,30.22
2390,29.97
2395,29.97
2400,29.72
2405,29.97
2410,30.22
2415,30.22
2420,30.22
2425,30.22
2430,30.22
2435,30.22
2440,30.22
2445,29.97
2450,29.72
2455,29.97
2460,29.72
2465,29.72
2470,29.72
2475,29.47
2480,29.72
2485,29.47
2490,29.22
2495,29.22
2500,29.47
2505,29.22
2510,29.47
2515,29.22
2520,29.47
2525,29.47
2530,29.47
2535,29.72
2540,29.72
2545,29.72
2550,29.72
2555,29.72
2560,29.72
2565,29.72
2570,29.72
2575,29.72
2580,29.72
2585,29.72
2590,29.72
2595,29.72
2600,29.72
2605,29.97
2610,29.72
2615,29.72
2620,29.47
2625,29.47
2630,29.22
2635,29.47
2640,29.47
2645,29.22
2650,29.47
2655,29.22
2660,29.22
2665,29.47
2670,29.47
2675,29.22
2680,29.22
2685,29.47
2690,29.72
2695,29.72
2700,29.72
2705,29.72
2710,29.47
2715,29.47
2720,29.47
2725,29.47
2730,29.47
2735,29.47
2740,29.22
2745,29.47
2750,29.22
2755,29.22
2760,29.22
2765,29.47
2770,29.47
2775,29.47
2780,29.47
2785,29.47
2790,29.47
2795,29.47
2800,29.72
2805,29.72
2810,29.47
2815,29.72
2820,29.72
2825,29.47
2830,29.47
2835,29.47
2840,29.47
2845,29.22
2850,29.47
2855,29.47
2860,29.47
2865,29.47
2870,29.47
2875,29.72
2880,29.97
2885,29.97
2890,29.97
2895,29.97
2900,29.72
2905,29.47
2910,29.47
2915,29.47
2920,29.47
2925,29.47
2930,29.47
2935,29.22
2940,29.22
2945,29.47
2950,29.22
2955,28.97
2960,29.22
2965,28.97
2970,29.22
2975,29.22
2980,28.97
2985,29.47
2990,29.47
2995,29.47
3000,29.47
3005,29.47
3010,29.22
3015,29.47
3020,29.47
3025,29.47
3030,29.47
3035,29.47
3040,29.47
3045,29.22
3050,29.72
3055,29.72
3060,29.97
3065,29.97
3070,29.97
3075,30.22
3080,29.97
3085,29.72
3090,29.72
3095,29.72
3100,29.47
3105,29.47
3110,29.47
3115,29.47
3120,29.22
3125,29.22
3130,29.47
3135,29.22
3140,29.22
3145,29.22
3150,29.22
3155,29.22
3160,29.22
3165,29.47
3170,29.47
3175,29.47
3180,29.47
3185,29.47
3190,29.47
3195,29.47
3200,29.47
3205,28.97
3210,28.97
3215,29.22
3220,29.22
3225,29.22
3230,29.22
3235,29.47
3240,29.47
3245,29.22
3250,28.97
3255,29.22
3260,29.47
3265,29.22
3270,28.97
3275,28.97
3280,28.97
3285,28.97
3290,28.97
3295,28.97
3300,28.97
3305,28.97
3310,29.22
3315,29.22
3320,29.22
3325,29.22
3330,29.47
3335,29.47
3340,29.72
3345,29.47
3350,29.47
3355,29.47
3360,29.47
3365,29.22
3370,29.22
3375,29.47
3380,29.47
3385,29.47
3390,29.47
3395,29.72
3400,29.47
3405,29.47
3410,29.22
3415,29.22
3420,29.22
3425,29.22
3430,29.22
3435,29.22
3440,28.97
3445,29.22
3450,29.22
3455,29.22
3460,29.47
3465,29.47
3470,29.47
3475,29.22
3480,29.22
3485,29.22
3490,29.22
3495,29.22
3500,29.22
3505,29.22
3510,28.97
3515,28.97
3520,28.97
3525,28.97
3530,29.22
3535,28.97
3540,28.97
3545,28.97
3550,28.97
3555,28.97
3560,28.97
3565,28.97
3570,28.97
3575,29.22
3580,29.22
3585,29.22
3590,29.47
3595,29.47
3600,29.47
3605,29.72
3610,29.22
3615,29.47
3620,29.47
3625,29.47
3630,29.47
3635,29.22
3640,29.22
3645,29.22
3650,29.22
3655,28.97
3660,28.97
3665,29.22
3670,29.22
3675,28.97
3680,28.72
3685,28.72
3690,28.97
3695,28.72
3700,28.72
3705,28.72
3710,28.97
3715,28.72
3720,28.72
3725,28.97
3730,28.97
3735,28.97
3740,28.97
3745,29.22
3750,29.22
3755,29.22
3760,29.47
3765,29.22
3770,29.47
3775,28.97
3780,29.22
3785,28.97
3790,29.22
3795,29.22
3800,28.97
3805,29.22
3810,29.22
3815,29.22
3820,28.97
3825,29.22
3830,29.22
3835,29.22
3840,29.47
3845,29.47
3850,29.47
3855,29.47
3860,29.47
3865,29.22
3870,29.22
3875,29.22
3880,29.47
3885,29.47
3890,29.47
3895,29.47
3900,29.22
3905,29.22
3910,29.47
3915,29.47
3920,29.22
3925,29.22
3930,29.22
3935,29.47
3940,29.47
3945,29.47
3950,29.47
3955,29.72
3960,29.72
3965,29.47
3970,29.72
3975,29.47
3980,29.47
3985,29.47
3990,29.22
3995,28.97
4000,29.22
4005,28.97
4010,28.97
4015,29.22
4020,29.22
4025,28.97
4030,29.22
4035,28.97
4040,29.22
4045,29.47
4050,29.22
4055,29.47
4060,29.47
4065,29.22
4070,29.22
4075,29.22
4080,29.22
4085,29.22
4090,28.97
4095,29.22
4100,28.97
4105,28.97
4110,28.97
4115,28.97
4120,28.97
4125,28.97
4130,28.72
4135,28.72
4140,28.72
4145,28.97
4150,28.97
4155,29.47
4160,29.47
4165,29.22
4170,29.22
4175,29.22
4180,29.47
4185,29.22
4190,29.47
4195,29.22
4200,29.47
4205,30.22
4210,31.97
4215,32.97
4220,34.72
4225,36.72
4230,35.72
4235,40.97
4240,42.47
4245,43.22
4250,43.97
4255,44.47
4260,45.47
4265,45.97
4270,46.47
4275,46.97
4280,47.47
4285,47.72
4290,47.97
4295,48.47
4300,49.22
4305,49.72
4310,49.97
4315,49.97
4320,49.97
4325,49.72
4330,50.22
4335,50.22
4340,50.22
4345,49.97
4350,49.97
4355,50.47
4360,50.47
4365,51.22
4370,51.72
4375,51.72
4380,51.47
4385,51.72
4390,52.22
4395,52.22
4400,52.22
4405,51.97
4410,51.97
4415,51.22
4420,51.22
4425,51.47
4430,51.47
4435,51.47
4440,51.72
4445,51.72
4450,52.22
4455,52.22
4460,52.22
4465,52.47
4470,52.72
4475,52.97
4480,52.97
4485,52.72
4490,52.97
4495,52.72
4500,52.72
4505,52.97
4510,52.47
4515,52.47
4520,52.47
4525,52.47
4530,52.47
4535,52.72
4540,53.22
4545,53.22
4550,52.97
4555,52.72
4560,52.72
4565,52.47
4570,52.72
4575,52.72
4580,52.72
4585,52.72
4590,52.97
4595,52.97
4600,52.72
4605,52.72
4610,53.22
4615,53.47
4620,53.22
4625,52.97
4630,52.72
4635,52.22
4640,52.47
4645,53.22
4650,52.97
4655,53.22
4660,53.22
4665,53.72
4670,53.22
4675,53.22
4680,53.22
4685,53.22
4690,53.22
4695,53.47
4700,53.47
4705,53.72
4710,53.72
4715,53.72
4720,53.97
4725,53.97
4730,54.22
4735,54.22
4740,54.47
4745,54.47
4750,54.72
4755,54.47
4760,54.47
4765,54.72
4770,54.47
4775,54.47
4780,54.47
4785,54.47
4790,54.72
4795,54.22
4800,54.22
4805,53.47
4810,52.72
4815,52.97
4820,53.47
4825,53.47
4830,53.97
4835,54.22
4840,54.47
4845,54.47
4850,54.47
4855,54.47
4860,54.72
4865,54.47
4870,54.72
4875,54.72
4880,54.47
4885,54.22
4890,54.22
4895,53.72
4900,53.72
4905,53.97
4910,54.47
4915,54.72
4920,54.47
4925,54.47
4930,54.22
4935,54.47
4940,54.47
4945,54.97
4950,54.97
4955,54.72
4960,54.72
4965,54.97
4970,54.97
4975,55.22
4980,55.22
4985,54.97
4990,54.97
4995,55.22
5000,55.22
5005,55.47
5010,55.47
5015,54.97
5020,54.97
5025,54.97
5030,54.97
5035,54.72
5040,54.97
5045,52.47
5050,50.47
5055,49.22
5060,50.72
5065,49.97
5070,53.97
5075,56.72
5080,58.97
5085,60.47
5090,61.72
5095,62.22
5100,63.47
5105,63.97
5110,64.97
5115,65.47
5120,66.22
5125,66.72
5130,67.22
5135,67.72
5140,67.72
5145,67.97
5150,68.47
5155,68.72
5160,69.22
5165,69.47
5170,69.47
5175,69.47
5180,69.47
5185,69.47
5190,70.22
5195,70.47
5200,70.72
5205,70.72
5210,70.97
5215,70.72
5220,70.72
5225,70.97
5230,70.97
5235,71.22
5240,71.47
5245,71.47
5250,71.22
5255,71.22
5260,70.97
5265,70.72
5270,70.72
5275,70.97
5280,70.72
5285,70.72
5290,70.97
5295,71.47
5300,71.72
5305,71.97
5310,72.47
5315,72.72
5320,72.22
5325,72.22
5330,72.47
5335,72.47
5340,72.72
5345,72.97
5350,72.72
5355,72.72
5360,72.97
5365,72.97
5370,72.97
5375,72.22
5380,72.72
5385,73.22
5390,72.97
5395,73.22
5400,73.22
5405,73.22
5410,73.22
5415,72.97
5420,73.22
5425,72.97
5430,72.72
5435,74.97
5440,76.47
5445,78.97
5450,80.97
5455,82.47
5460,84.22
5465,85.72
5470,86.47
5475,86.97
5480,87.47
5485,88.47
5490,89.22
5495,89.97
5500,90.47
5505,90.72
5510,90.97
5515,90.97
5520,90.97
5525,91.47
5530,92.47
5535,92.47
5540,93.22
5545,93.47
5550,93.47
5555,93.47
5560,93.22
5565,92.97
5570,92.97
5575,93.22
5580,93.72
5585,93.97
5590,93.72
5595,93.97
5600,93.97
5605,93.97
5610,94.22
5615,94.72
5620,94.47
5625,94.47
5630,95.22
5635,95.47
5640,95.97
5645,96.22
5650,95.97
5655,95.47
5660,95.72
5665,95.97
5670,96.22
5675,95.72
5680,96.22
5685,96.22
5690,96.47
5695,96.72
5700,96.72
5705,96.22
5710,95.97
5715,95.72
5720,95.22
5725,94.72
5730,94.47
5735,94.97
5740,95.47
5745,95.22
5750,95.22
5755,94.97
5760,95.47
5765,95.22
5770,95.22
5775,95.22
5780,95.22
5785,95.47
5790,95.72
5795,95.97
5800,95.97
5805,95.72
5810,95.72
5815,95.97
5820,95.47
5825,95.72
5830,96.22
5835,95.97
5840,95.97
5845,95.22
5850,94.72
5855,94.97
5860,94.97
5865,95.47
5870,96.22
5875,96.72
5880,96.72
5885,95.97
5890,95.97
5895,95.72
5900,96.22
5905,95.72
5910,95.47
5915,96.22
5920,83.97
5925,76.22
5930,71.47
5935,66.72
5940,62.97
5945,59.22
5950,56.47
5955,53.72
5960,51.47
5965,49.97
5970,48.72
5975,47.47
5980,45.97
5985,44.97
5990,43.97
5995,42.97
6000,41.97
6005,40.97
6010,40.47
6015,39.47
6020,38.97
6025,38.47
6030,38.22
6035,37.47
6040,37.22
6045,36.97
6050,36.72
6055,35.47
6060,35.47
6065,35.22
6070,34.72
6075,34.22
6080,33.97
6085,33.72
6090,33.72
6095,33.22
6100,32.72
6105,32.47
6110,32.22
6115,31.97
6120,31.72
6125,31.72
6130,31.72
6135,31.47
6140,31.47
6145,31.22
6150,30.72
6155,30.47
6160,30.22
6165,29.97
6170,29.97
6175,29.97
6180,29.72
6185,29.72
6190,29.72
6195,29.72
6200,29.47
6205,29.72
6210,29.47
6215,29.47
6220,29.22
6225,28.97
6230,28.47
6235,28.72
6240,28.47
6245,28.22
6250,28.22
6255,28.22
6260,27.97
6265,28.22
6270,27.97
6275,27.97
6280,27.72
6285,27.72
6290,27.72
6295,27.72
6300,27.72
6305,27.72
6310,27.72
6315,27.47
6320,27.47
6325,27.47
6330,27.22
6335,26.97
6340,26.97
6345,26.97
6350,27.22
6355,26.97
6360,27.22
6365,26.97
6370,27.22
6375,26.97
6380,26.97
6385,26.97
6390,26.97
6395,26.97
6400,26.97
6405,26.97
6410,26.97
6415,26.97
6420,26.97
6425,26.97
6430,26.97
6435,26.97
6440,26.97
6445,26.97
6450,26.97
6455,26.97
6460,26.72
6465,26.47
6470,26.72
6475,26.47
6480,26.72
6485,26.47
6490,26.72
6495,26.72
6500,26.72
6505,26.47
6510,26.72
6515,26.72
6520,26.72
6525,26.47
6530,26.47
6535,26.72
6540,26.47
6545,26.47
6550,26.47
6555,26.47
6560,26.47
6565,26.47
6570,26.47
6575,26.72
6580,26.47
6585,26.47
6590,26.47
6595,26.47
6600,26.47
6605,26.47
6610,26.47
6615,26.47
6620,26.47
6625,26.47
6630,26.72
6635,26.72
6640,26.47
6645,26.72
6650,26.47
6655,26.72
6660,26.72
6665,26.72
6670,26.72
6675,26.22
6680,26.47
6685,26.22
6690,26.22
6695,26.22
6700,26.22
6705,25.97
6710,25.97
6715,25.97
6720,25.97
6725,25.97
6730,25.72
6735,25.72
6740,25.47
6745,25.72
6750,25.47
6755,25.47
6760,25.47
6765,25.47
6770,25.47
6775,25.72
6780,25.47
6785,25.72
6790,25.47
6795,25.47
6800,25.72
6805,25.72
6810,25.72
6815,25.97
6820,25.72
6825,25.72
6830,25.97
6835,26.22
6840,25.97
6845,25.97
6850,25.97
6855,25.97
6860,25.97
6865,25.97
6870,25.97
6875,26.22
6880,25.97
6885,23.72
6890,24.47
6895,24.72
6900,24.97
6905,25.47
6910,25.72
6915,25.97
6920,25.97
6925,26.47
6930,26.47
6935,26.47
6940,26.47
6945,26.47
6950,26.72
6955,26.72
6960,26.72
6965,26.97
6970,26.97
6975,27.22
6980,27.47
6985,27.47
6990,27.47
6995,27.22
7000,27.72
7005,27.47
7010,27.97
7015,27.97
7020,27.97
7025,27.97
7030,27.97
7035,27.97
7040,28.22
7045,27.97
7050,28.22
7055,28.22
7060,28.22
7065,28.47
7070,28.47
7075,28.22
7080,28.22
7085,28.22
7090,28.47
7095,28.47
7100,28.47
7105,28.72
7110,28.72
7115,28.72
7120,28.47
7125,28.47
7130,28.47
7135,28.72
7140,28.72
7145,28.97
7150,28.97
7155,28.97
7160,28.97
7165,28.97
7170,28.97
7175,28.97
7180,28.97
7185,28.97
7190,28.97
7195,28.97
7200,28.97
7205,29.22
7210,28.97
7215,28.97
7220,28.97
7225,29.22
